# participant_id: P10
# gesture: medium
# trial_number: 2
# stream_name: Myo_EMG
# stream_type: emg
# timestamp: 20260420_161834
# samples: 5510
# duration_sec: 30.180
# nominal_sample_rate: 200.0
# effective_sample_rate: 182.54
#
timestamp,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8
1306606.459334,0.000000,1.000000,-27.000000,-45.000000,-30.000000,-1.000000,0.000000,-1.000000
1306606.459351,-26.000000,-32.000000,-66.000000,-65.000000,-54.000000,-3.000000,6.000000,-16.000000
1306606.466831,-12.000000,11.000000,13.000000,92.000000,5.000000,6.000000,5.000000,2.000000
1306606.466841,-2.000000,16.000000,61.000000,-21.000000,28.000000,5.000000,-29.000000,-26.000000
1306606.482125,-4.000000,5.000000,-56.000000,-74.000000,-114.000000,-39.000000,-9.000000,-18.000000
1306606.482137,37.000000,-67.000000,34.000000,127.000000,31.000000,10.000000,86.000000,85.000000
1306606.497072,1.000000,-9.000000,-21.000000,-30.000000,7.000000,-13.000000,-27.000000,14.000000
1306606.497083,-40.000000,-12.000000,-37.000000,-49.000000,-35.000000,-6.000000,-25.000000,-51.000000
1306606.511769,26.000000,36.000000,73.000000,-36.000000,50.000000,28.000000,9.000000,6.000000
1306606.511798,21.000000,13.000000,70.000000,127.000000,127.000000,21.000000,25.000000,18.000000
1306606.519409,-20.000000,-14.000000,-26.000000,-60.000000,-40.000000,-16.000000,-11.000000,-19.000000
1306606.519419,-10.000000,4.000000,-35.000000,-35.000000,13.000000,-1.000000,-11.000000,-10.000000
1306606.542404,1.000000,-3.000000,24.000000,36.000000,-28.000000,-26.000000,5.000000,-2.000000
1306606.542432,-3.000000,-5.000000,-21.000000,18.000000,-1.000000,-2.000000,-5.000000,-2.000000
1306606.542939,-16.000000,-1.000000,-17.000000,-59.000000,-29.000000,-7.000000,45.000000,-6.000000
1306606.542946,2.000000,-5.000000,43.000000,56.000000,42.000000,3.000000,-2.000000,-4.000000
1306606.543535,21.000000,9.000000,96.000000,2.000000,38.000000,30.000000,14.000000,14.000000
1306606.543543,-52.000000,-18.000000,-54.000000,-57.000000,21.000000,-7.000000,-26.000000,-48.000000
1306606.556960,49.000000,29.000000,44.000000,87.000000,18.000000,28.000000,55.000000,61.000000
1306606.556978,-12.000000,-1.000000,-7.000000,11.000000,0.000000,-28.000000,-10.000000,3.000000
1306606.557409,-26.000000,-16.000000,-49.000000,-128.000000,-26.000000,-9.000000,-25.000000,-36.000000
1306606.557458,-21.000000,-18.000000,-30.000000,108.000000,-1.000000,3.000000,2.000000,-25.000000
1306606.558105,27.000000,17.000000,49.000000,-7.000000,-9.000000,19.000000,10.000000,35.000000
1306606.558113,20.000000,-10.000000,-15.000000,2.000000,35.000000,-13.000000,1.000000,13.000000
1306606.580025,2.000000,15.000000,64.000000,-18.000000,-9.000000,-5.000000,-12.000000,-14.000000
1306606.580034,-5.000000,-11.000000,-25.000000,1.000000,-20.000000,14.000000,19.000000,8.000000
1306606.580568,6.000000,12.000000,65.000000,-30.000000,14.000000,8.000000,4.000000,10.000000
1306606.580576,15.000000,10.000000,-9.000000,69.000000,28.000000,25.000000,2.000000,11.000000
1306606.594639,-30.000000,-6.000000,5.000000,-5.000000,35.000000,-12.000000,-65.000000,-41.000000
1306606.594695,-4.000000,2.000000,42.000000,-21.000000,-56.000000,-23.000000,59.000000,21.000000
1306606.595211,54.000000,-4.000000,-75.000000,1.000000,12.000000,16.000000,32.000000,75.000000
1306606.595218,-14.000000,-9.000000,56.000000,47.000000,19.000000,-1.000000,-29.000000,-16.000000
1306606.616916,-6.000000,-23.000000,-7.000000,-25.000000,14.000000,8.000000,-1.000000,-1.000000
1306606.616926,-4.000000,4.000000,-9.000000,-50.000000,-7.000000,-5.000000,-9.000000,-8.000000
1306606.617580,-17.000000,-1.000000,2.000000,127.000000,35.000000,3.000000,-7.000000,-16.000000
1306606.617589,39.000000,18.000000,35.000000,40.000000,77.000000,19.000000,19.000000,27.000000
1306606.639442,-4.000000,-29.000000,-24.000000,-31.000000,-48.000000,-21.000000,-11.000000,-8.000000
1306606.639452,-15.000000,4.000000,-14.000000,-48.000000,-29.000000,-15.000000,-15.000000,-13.000000
1306606.654802,-3.000000,-11.000000,-4.000000,-22.000000,-55.000000,-6.000000,-7.000000,-1.000000
1306606.654814,-10.000000,-9.000000,4.000000,76.000000,31.000000,26.000000,17.000000,6.000000
1306606.714427,-2.000000,-3.000000,0.000000,4.000000,6.000000,-10.000000,-4.000000,2.000000
1306606.714438,-4.000000,-13.000000,1.000000,-24.000000,-45.000000,-21.000000,-13.000000,-10.000000
1306606.721941,-9.000000,-1.000000,-7.000000,-103.000000,-1.000000,-6.000000,-7.000000,-11.000000
1306606.721953,-4.000000,-2.000000,-22.000000,-10.000000,-20.000000,-14.000000,-16.000000,-11.000000
1306606.722921,-7.000000,3.000000,11.000000,21.000000,9.000000,3.000000,-1.000000,-1.000000
1306606.722930,-14.000000,-9.000000,-12.000000,-37.000000,13.000000,-6.000000,-10.000000,-15.000000
1306606.723587,64.000000,27.000000,23.000000,127.000000,16.000000,28.000000,32.000000,47.000000
1306606.723597,12.000000,18.000000,38.000000,33.000000,62.000000,11.000000,7.000000,9.000000
1306606.725494,-11.000000,-4.000000,-3.000000,6.000000,4.000000,-10.000000,3.000000,-22.000000
1306606.725506,-57.000000,-27.000000,-8.000000,-5.000000,-11.000000,-16.000000,-59.000000,-61.000000
1306606.737065,2.000000,2.000000,-10.000000,-69.000000,-7.000000,-1.000000,-7.000000,-5.000000
1306606.737086,-11.000000,-7.000000,19.000000,-5.000000,-37.000000,-15.000000,-12.000000,-8.000000
1306606.737931,-6.000000,0.000000,-11.000000,-36.000000,5.000000,-1.000000,-9.000000,-22.000000
1306606.737943,-12.000000,-10.000000,-46.000000,-8.000000,-35.000000,5.000000,3.000000,4.000000
1306606.759377,27.000000,14.000000,121.000000,125.000000,66.000000,20.000000,20.000000,23.000000
1306606.759395,4.000000,-22.000000,-31.000000,-19.000000,-5.000000,6.000000,4.000000,6.000000
1306606.774484,11.000000,0.000000,-17.000000,-121.000000,-35.000000,5.000000,14.000000,-2.000000
1306606.774496,21.000000,31.000000,38.000000,127.000000,31.000000,9.000000,-5.000000,27.000000
1306606.796972,-2.000000,-3.000000,27.000000,-81.000000,-10.000000,7.000000,4.000000,-8.000000
1306606.796983,-14.000000,5.000000,-48.000000,-59.000000,0.000000,-4.000000,-16.000000,-24.000000
1306606.819778,48.000000,39.000000,31.000000,68.000000,6.000000,18.000000,26.000000,49.000000
1306606.819809,-9.000000,-2.000000,-27.000000,89.000000,49.000000,0.000000,4.000000,-16.000000
1306606.821201,-21.000000,-3.000000,-40.000000,-15.000000,-18.000000,-6.000000,-12.000000,-2.000000
1306606.821294,24.000000,22.000000,-21.000000,-95.000000,-11.000000,-5.000000,7.000000,5.000000
1306606.821510,-10.000000,4.000000,22.000000,61.000000,6.000000,-6.000000,0.000000,-16.000000
1306606.821536,-9.000000,-56.000000,2.000000,-27.000000,-126.000000,-57.000000,-42.000000,-2.000000
1306606.822377,0.000000,2.000000,-22.000000,53.000000,8.000000,1.000000,-12.000000,-20.000000
1306606.822385,-10.000000,-11.000000,4.000000,-37.000000,-20.000000,6.000000,7.000000,-7.000000
1306606.823431,4.000000,-15.000000,-14.000000,-31.000000,5.000000,2.000000,2.000000,-7.000000
1306606.823440,6.000000,8.000000,-19.000000,-24.000000,16.000000,1.000000,6.000000,37.000000
1306606.826886,-14.000000,-5.000000,37.000000,60.000000,11.000000,-6.000000,-13.000000,-19.000000
1306606.826914,-10.000000,-2.000000,-33.000000,-128.000000,-27.000000,-4.000000,-6.000000,-10.000000
1306606.857093,15.000000,12.000000,43.000000,38.000000,40.000000,24.000000,2.000000,-1.000000
1306606.857105,0.000000,-15.000000,19.000000,89.000000,-5.000000,-6.000000,0.000000,4.000000
1306606.857968,-10.000000,-8.000000,-16.000000,-68.000000,-15.000000,-3.000000,-4.000000,-9.000000
1306606.857976,-5.000000,3.000000,9.000000,5.000000,15.000000,-2.000000,-15.000000,-6.000000
1306606.858679,-23.000000,-22.000000,-62.000000,-83.000000,-71.000000,-32.000000,-12.000000,-24.000000
1306606.858810,34.000000,33.000000,89.000000,127.000000,52.000000,41.000000,51.000000,52.000000
1306606.872117,-3.000000,-12.000000,-22.000000,-35.000000,-14.000000,-12.000000,-4.000000,4.000000
1306606.872127,-13.000000,-8.000000,9.000000,-26.000000,-17.000000,-7.000000,0.000000,-19.000000
1306606.879500,7.000000,20.000000,-10.000000,44.000000,36.000000,6.000000,-27.000000,2.000000
1306606.879550,-2.000000,-14.000000,-37.000000,-128.000000,-72.000000,-26.000000,9.000000,3.000000
1306606.909621,-11.000000,2.000000,7.000000,18.000000,-8.000000,10.000000,15.000000,5.000000
1306606.909644,9.000000,-2.000000,50.000000,59.000000,24.000000,7.000000,8.000000,10.000000
1306606.917108,-7.000000,6.000000,-29.000000,-47.000000,-28.000000,-13.000000,-4.000000,10.000000
1306606.917121,3.000000,-3.000000,2.000000,-38.000000,14.000000,4.000000,-9.000000,-4.000000
1306606.917973,2.000000,2.000000,17.000000,-33.000000,-27.000000,-2.000000,2.000000,1.000000
1306606.917982,1.000000,3.000000,-3.000000,57.000000,24.000000,-7.000000,-20.000000,-11.000000
1306606.918730,-15.000000,-6.000000,8.000000,-77.000000,-39.000000,-12.000000,-6.000000,-23.000000
1306606.918738,8.000000,-33.000000,-54.000000,5.000000,4.000000,0.000000,6.000000,18.000000
1306606.932545,-13.000000,-5.000000,41.000000,-1.000000,-14.000000,-9.000000,-15.000000,-19.000000
1306606.932559,-9.000000,4.000000,-34.000000,-6.000000,-26.000000,-4.000000,-12.000000,-14.000000
1306606.939297,-16.000000,-14.000000,-13.000000,-5.000000,-4.000000,-6.000000,2.000000,-18.000000
1306606.939330,13.000000,16.000000,47.000000,19.000000,-4.000000,2.000000,-1.000000,8.000000
