# participant_id: P11
# gesture: baseline
# trial_number: 2
# stream_name: Myo_EMG
# stream_type: emg
# timestamp: 20260420_171238
# samples: 5330
# duration_sec: 30.098
# nominal_sample_rate: 200.0
# effective_sample_rate: 177.06
#
timestamp,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8
1309850.297007,2.000000,0.000000,-4.000000,1.000000,-3.000000,0.000000,2.000000,0.000000
1309850.297018,-1.000000,2.000000,-3.000000,0.000000,2.000000,3.000000,-1.000000,-1.000000
1309850.304476,-1.000000,10.000000,9.000000,2.000000,-1.000000,4.000000,-1.000000,-1.000000
1309850.304487,1.000000,-1.000000,-1.000000,2.000000,-1.000000,14.000000,-2.000000,3.000000
1309850.342005,1.000000,-12.000000,-3.000000,-1.000000,-4.000000,-23.000000,2.000000,20.000000
1309850.342025,1.000000,-1.000000,-2.000000,-4.000000,-1.000000,-15.000000,-3.000000,-1.000000
1309850.379229,-6.000000,6.000000,3.000000,-1.000000,-2.000000,-1.000000,2.000000,-2.000000
1309850.379240,1.000000,-1.000000,-1.000000,3.000000,-1.000000,-29.000000,1.000000,1.000000
1309850.380578,-1.000000,7.000000,8.000000,0.000000,-5.000000,-2.000000,3.000000,0.000000
1309850.380589,-3.000000,-2.000000,-5.000000,1.000000,-1.000000,13.000000,0.000000,1.000000
1309850.401996,1.000000,1.000000,0.000000,0.000000,0.000000,12.000000,1.000000,1.000000
1309850.402008,4.000000,0.000000,-2.000000,1.000000,5.000000,53.000000,1.000000,3.000000
1309850.402990,-2.000000,-5.000000,-10.000000,-2.000000,-5.000000,-8.000000,-9.000000,-42.000000
1309850.403002,-5.000000,6.000000,-1.000000,-5.000000,1.000000,11.000000,7.000000,11.000000
1309850.404251,-2.000000,-3.000000,-3.000000,3.000000,2.000000,7.000000,-1.000000,0.000000
1309850.404262,2.000000,3.000000,4.000000,1.000000,-1.000000,2.000000,-4.000000,-1.000000
1309850.405842,-3.000000,2.000000,-1.000000,-5.000000,-5.000000,-1.000000,-7.000000,-2.000000
1309850.405853,-1.000000,-11.000000,-13.000000,-4.000000,-4.000000,11.000000,-4.000000,-1.000000
1309850.417019,1.000000,7.000000,4.000000,5.000000,0.000000,-23.000000,-4.000000,-3.000000
1309850.417030,1.000000,-8.000000,3.000000,-1.000000,-2.000000,3.000000,-5.000000,0.000000
1309850.439466,1.000000,-3.000000,-3.000000,-1.000000,-3.000000,8.000000,0.000000,0.000000
1309850.439476,1.000000,2.000000,2.000000,1.000000,1.000000,-37.000000,-1.000000,-1.000000
1309850.461715,2.000000,13.000000,6.000000,4.000000,-2.000000,7.000000,0.000000,10.000000
1309850.461724,-3.000000,-7.000000,-4.000000,2.000000,1.000000,-6.000000,2.000000,-7.000000
1309850.462998,0.000000,1.000000,0.000000,2.000000,1.000000,11.000000,-4.000000,0.000000
1309850.463031,5.000000,9.000000,2.000000,1.000000,0.000000,-2.000000,5.000000,27.000000
1309850.463591,-3.000000,-4.000000,2.000000,-2.000000,0.000000,3.000000,-1.000000,-10.000000
1309850.463606,-2.000000,1.000000,-5.000000,0.000000,-1.000000,2.000000,-3.000000,-2.000000
1309850.464970,3.000000,11.000000,5.000000,2.000000,-2.000000,48.000000,0.000000,2.000000
1309850.464979,-2.000000,2.000000,-3.000000,-1.000000,4.000000,33.000000,13.000000,3.000000
1309850.476705,-4.000000,-1.000000,-2.000000,3.000000,-3.000000,-7.000000,-5.000000,-1.000000
1309850.476716,-1.000000,-3.000000,-2.000000,-5.000000,4.000000,11.000000,-16.000000,-20.000000
1309850.484473,1.000000,16.000000,14.000000,-3.000000,-5.000000,-25.000000,0.000000,0.000000
1309850.484485,0.000000,-8.000000,-6.000000,6.000000,0.000000,-10.000000,-7.000000,0.000000
1309850.500061,0.000000,3.000000,-5.000000,-1.000000,-2.000000,2.000000,-2.000000,-1.000000
1309850.500101,-1.000000,6.000000,7.000000,0.000000,-1.000000,7.000000,-1.000000,-3.000000
1309850.500841,-6.000000,-15.000000,-2.000000,2.000000,-3.000000,0.000000,1.000000,-36.000000
1309850.500858,-2.000000,0.000000,1.000000,-1.000000,0.000000,2.000000,-3.000000,35.000000
1309850.521871,-4.000000,2.000000,-4.000000,-1.000000,3.000000,-1.000000,-2.000000,-31.000000
1309850.521888,0.000000,0.000000,-1.000000,-2.000000,-2.000000,3.000000,5.000000,11.000000
1309850.522986,-1.000000,-9.000000,-5.000000,-1.000000,3.000000,3.000000,-7.000000,5.000000
1309850.522994,8.000000,6.000000,2.000000,-2.000000,0.000000,4.000000,0.000000,-2.000000
1309850.529229,-1.000000,7.000000,6.000000,2.000000,-3.000000,-9.000000,0.000000,10.000000
1309850.529236,-7.000000,-7.000000,-6.000000,2.000000,-1.000000,-3.000000,-5.000000,-23.000000
